,CUSTOMER_CODE_FROM,CUSTOMER_CODE_TO,DISTANCE_KM,TIME_DISTANCE_MIN, 
160,1080,920284,115.618,122.584, 
161,1080,9,57.456,60.082, 
162,1080,144284,60.68,64.537, 
163,1080,144285,58.898,62.117, 
164,1080,7572,20.167,21.516, 
165,1080,586,59.64,62.293, 
166,1080,137599,125.223,130.196, 
167,1080,137634,21.629,23.331, 
168,1080,138929,126.339,131.824, 
169,1080,921090,125.056,130.24, 
170,1080,142832,125.098,129.998, 
171,1080,142873,125.668,130.416, 
172,1080,139925,58.544,61.182, 
173,1080,133537,19.385,20.229, 
174,1080,141516,32.111,37.477, 
175,1080,136885,28.264,35.805, 
176,1080,10825,23.512,26.95, 
177,1080,10564,127.785,133.87, 
178,1080,320,113.109,120.087, 
179,1080,143063,31.407,40.997, 
180,1080,1619,58.609,61.347, 
181,1080,7585,115.426,123.046, 
182,1080,1973,58.285,60.929, 
183,1080,742,28.204,35.838, 
184,1080,740,28.266,35.926, 
185,1080,7525,1.538,2.145, 
186,1080,15202,1.674,2.321, 
187,1080,15206,19.517,20.977, 
188,1080,15209,30.911,34.738, 
189,1080,15247,20.504,21.692, 
190,1080,15249,20.752,21.956, 
191,1080,15250,19.784,20.944, 
192,1080,15251,20.927,23.122, 
193,1080,15252,30.96,33.176, 
194,1080,15253,21.382,23.1, 
195,1080,15328,20.692,21.824, 
196,1080,139007,21.279,22.638, 
197,1080,1031,125.091,130.042, 
198,1080,145260,125.021,130.13, 
199,1080,922087,80.926,83.82, 
200,1080,923817,30.578,32.197, 
201,1080,1709,20.238,21.582, 
202,1080,15189,31.896,36.894, 
203,1080,921523,19.905,26.499, 
204,1080,920497,31.25,35.475, 
205,1080,920118,27.912,35.398, 
206,1080,923033,2.559,3.63, 
207,1080,142634,20.223,21.912, 
208,1080,923731,27.864,35.354, 
209,1080,360,28.544,36.102, 
210,1080,990,22.394,24.959, 
211,1080,140883,126.176,130.878, 
212,1080,1487,4.517,5.379, 
213,1080,136298,25.518,33.451, 
214,1080,923132,32.041,33.682, 
215,1080,131242,19.637,26.224, 
216,1080,131246,3.739,4.466, 
217,1080,139984,32.073,35.431, 
218,1080,923634,109.308,113.388, 
219,1080,1346,8.11,8.723, 
220,1080,133290,20.836,22.143, 
221,1080,142977,115.275,131.439, 
222,1080,920241,118.212,123.695, 
223,1080,138840,116.065,132.429, 
224,1080,922508,115.103,131.428, 
225,1080,142177,57.05,60.049, 
226,1080,144550,125.146,129.855, 
227,1080,138579,20.16,21.505, 
228,1080,139927,57.705,60.335, 
229,1080,920324,125.131,130.262, 
230,1080,142811,117.782,123.343, 
231,1080,142263,117.703,123.244, 
232,1080,307,31.809,36.707, 
233,1080,760,30.817,39.875, 
234,1080,136524,27.489,29.194, 
235,1080,136525,31.604,41.437, 
236,1080,137380,125.074,129.888, 
237,1080,921969,4.885,5.775, 
238,1080,1007,125.1,129.789, 
239,1080,920208,116.566,123.376, 
240,1080,139814,31.672,33.308, 
241,1080,1886,28.804,36.454, 
242,1080,1078,0.521,1.177, 
243,1080,141650,115.972,123.64, 
244,1080,140975,21.093,22.539, 
245,1080,142178,56.276,59.279, 
246,1080,921561,38.007,40.326, 
247,1080,143271,57.899,60.984, 
248,1080,137667,107.312,111.122, 
249,1080,137662,115.548,122.397, 
250,1080,137663,58.141,60.929, 
251,1080,136297,10.473,11.297, 
252,1080,139709,33.352,35.101, 
253,1080,1938,57.832,60.467, 
254,1080,1805,1.462,1.925, 
255,1080,992,116.033,123.816, 
256,1080,921453,115.342,122.254, 
257,1080,138343,115.377,122.331, 
258,1080,139129,114.702,121.583, 
259,1080,1173,20.943,22.66, 
260,138315,138642,116.207,122.067, 
261,138315,1080,20.287,21.417, 
262,138315,138315,0.0,0.0, 
263,138315,587,21.09,21.934, 
264,138315,921607,20.761,21.549, 
265,138315,135890,20.919,21.747, 
266,138315,138089,0.633,1.375, 
267,138315,140114,88.33,90.541, 
268,138315,12632,98.53,114.543, 
269,138315,920597,27.551,30.888, 
270,138315,142817,1.14,2.112, 
271,138315,920532,119.707,127.072, 
272,138315,923922,116.325,122.408, 
273,138315,352,39.79,40.744, 
274,138315,924068,118.67,125.906, 
275,138315,137731,3.587,6.985, 
276,138315,920120,116.834,123.64, 
277,138315,138643,116.409,122.562, 
278,138315,920105,100.884,103.785, 
279,138315,922636,9.054,12.188, 
280,138315,142550,96.941,111.694, 
281,138315,141004,30.67,31.471, 
282,138315,923163,24.566,25.421, 
283,138315,15020,1.111,2.024, 
284,138315,15021,0.532,1.012, 
285,138315,15026,21.616,23.221, 
286,138315,144810,116.258,123.09, 
287,138315,136088,1.179,2.233, 
288,138315,136174,24.564,25.421, 
289,138315,921615,88.901,91.366, 
290,138315,920284,96.629,102.003, 
291,138315,9,38.468,39.49, 
292,138315,144284,41.692,43.956, 
293,138315,144285,39.91,41.536, 
294,138315,7572,40.279,41.712, 
295,138315,586,40.651,41.712, 
296,138315,137599,117.304,123.717, 
297,138315,137634,1.247,2.772, 
298,138315,138929,118.692,125.653, 
299,138315,921090,116.304,123.233, 
300,138315,142832,115.765,122.1, 
301,138315,142873,114.87,120.417, 
302,138315,139925,39.556,40.601, 
303,138315,133537,39.498,40.436, 
304,138315,141516,27.241,30.129, 
305,138315,136885,21.126,21.967, 
306,138315,10825,3.435,6.622, 
307,138315,10564,120.138,127.699, 
308,138315,320,94.121,99.495, 
309,138315,143063,51.519,61.204, 
310,138315,1619,39.621,40.755, 
311,138315,7585,96.438,102.465, 
312,138315,1973,39.297,40.348, 
313,138315,742,21.065,22.0, 
314,138315,740,21.127,22.088, 
315,138315,7525,22.41,23.364, 
316,138315,15202,21.962,23.738, 
317,138315,15206,1.203,2.607, 
318,138315,15209,26.041,27.379, 
319,138315,15247,0.508,1.122, 
320,138315,15249,0.997,1.749, 
321,138315,15250,0.554,1.221, 
322,138315,15251,1.518,3.267, 
323,138315,15252,11.972,12.584, 
324,138315,15253,1.627,2.893, 
325,138315,15328,0.936,1.617, 
326,138315,139007,1.202,2.31, 
327,138315,1031,116.986,123.552, 
328,138315,145260,116.269,123.123, 
329,138315,922087,101.039,104.027, 
330,138315,923817,50.69,52.404, 
331,138315,1709,40.35,41.789, 
332,138315,15189,27.025,29.546, 
333,138315,921523,10.585,11.209, 
334,138315,920497,26.38,28.127, 
335,138315,920118,20.773,21.549, 
336,138315,923033,22.846,25.047, 
337,138315,142634,1.026,1.793, 
338,138315,923731,20.726,21.505, 
339,138315,360,21.405,22.253, 
340,138315,990,2.317,4.631, 
341,138315,140883,114.226,119.713, 
342,138315,1487,24.63,25.575, 
343,138315,136298,18.379,19.613, 
344,138315,923132,52.154,53.889, 
345,138315,131242,10.317,10.934, 
346,138315,131246,23.852,24.662, 
347,138315,139984,21.814,22.605, 
348,138315,923634,90.319,92.796, 
349,138315,1346,12.212,12.738, 
350,138315,133290,1.08,1.936, 
351,138315,142977,96.287,110.858, 
352,138315,920241,98.135,103.367, 
353,138315,138840,97.077,111.837, 
354,138315,922508,96.115,110.836, 
355,138315,142177,38.062,39.468, 
356,138315,144550,117.041,123.365, 
357,138315,138579,40.273,41.712, 
358,138315,139927,38.717,39.743, 
359,138315,920324,116.18,123.046, 
360,138315,142811,97.705,103.015, 
361,138315,142263,97.626,102.916, 
362,138315,307,26.938,29.359, 
363,138315,760,50.93,60.082, 
364,138315,136524,47.602,49.39, 
365,138315,136525,51.717,61.644, 
366,138315,137380,117.206,123.783, 
367,138315,921969,24.997,25.971, 
368,138315,1007,116.996,123.31, 
369,138315,920208,97.578,102.784, 
370,138315,139814,51.785,53.515, 
371,138315,1886,21.665,22.616, 
372,138315,1078,20.295,21.483, 
373,138315,141650,96.984,103.048, 
374,138315,140975,41.206,42.746, 
375,138315,142178,37.287,38.687, 
376,138315,921561,19.019,19.745, 
377,138315,143271,38.911,40.403, 
378,138315,137667,88.324,90.53, 
379,138315,137662,96.56,101.805, 
380,138315,137663,39.153,40.348, 
381,138315,136297,30.586,31.493, 
382,138315,139709,53.465,55.308, 
383,138315,1938,38.844,39.875, 
384,138315,1805,22.333,23.144, 
385,138315,992,97.045,103.235, 
386,138315,921453,96.354,101.673, 
387,138315,138343,96.389,101.739, 
388,138315,139129,95.714,101.002, 
389,138315,1173,41.056,42.867, 
390,587,138642,137.061,142.89, 
391,587,1080,28.203,35.761, 
392,587,138315,21.088,21.923, 
393,587,587,0.0,0.0, 
394,587,921607,0.476,0.55, 
395,587,135890,0.285,0.396, 
396,587,138089,22.388,23.111, 
397,587,140114,106.628,109.681, 
398,587,12632,104.315,120.978, 
399,587,920597,6.512,9.119, 
400,587,142817,21.994,22.935, 
401,587,920532,140.561,147.895, 
402,587,923922,137.179,143.231, 
403,587,352,39.046,40.172, 
404,587,924068,139.524,146.74, 
405,587,137731,24.441,27.819, 
406,587,920120,137.688,144.463, 
407,587,138643,137.263,143.396, 
408,587,920105,106.062,109.021, 
409,587,922636,29.907,33.011, 
410,587,142550,102.726,118.14, 
411,587,141004,34.116,42.405, 
412,587,923163,3.526,3.663, 
413,587,15020,21.643,22.726, 
414,587,15021,21.064,21.714, 
415,587,15026,31.978,35.189, 
416,587,144810,137.112,143.913, 
417,587,136088,22.033,23.067, 
418,587,136174,3.525,3.652, 
419,587,921615,107.199,110.517, 
420,587,920284,102.415,108.438, 
421,587,9,56.766,58.641, 
422,587,144284,59.99,63.096, 
423,587,144285,58.208,60.676, 
424,587,7572,38.62,39.27, 
425,587,586,58.949,60.852, 
426,587,137599,138.158,144.54, 
427,587,137634,22.405,23.826, 
428,587,138929,139.546,146.476, 
429,587,921090,137.157,144.067, 
430,587,142832,136.619,142.934, 
431,587,142873,135.724,141.24, 
432,587,139925,57.854,59.741, 
433,587,133537,39.338,40.48, 
434,587,141516,6.201,8.36, 
435,587,136885,0.841,0.968, 
436,587,10825,24.289,27.445, 
437,587,10564,140.992,148.533, 
438,587,320,99.906,105.93, 
439,587,143063,42.537,47.366, 
440,587,1619,57.919,59.906, 
441,587,7585,102.223,108.9, 
442,587,1973,57.595,59.488, 
443,587,742,0.155,0.363, 
444,587,740,0.153,0.385, 
445,587,7525,31.535,34.661, 
446,587,15202,32.324,35.706, 
447,587,15206,19.845,21.01, 
448,587,15209,5.001,5.621, 
449,587,15247,21.28,22.187, 
450,587,15249,21.529,22.451, 
451,587,15250,20.561,21.439, 
452,587,15251,21.703,23.628, 
453,587,15252,18.654,19.932, 
454,587,15253,22.159,23.595, 
455,587,15328,21.468,22.319, 
456,587,139007,22.055,23.133, 
457,587,1031,137.84,144.375, 
458,587,145260,137.123,143.946, 
459,587,922087,106.217,109.263, 
460,587,923817,49.327,50.325, 
461,587,1709,38.691,39.336, 
462,587,15189,5.986,7.777, 
463,587,921523,10.505,10.725, 
464,587,920497,5.341,6.358, 
465,587,920118,0.317,0.385, 
466,587,923033,33.208,37.015, 
467,587,142634,21.0,22.407, 
468,587,923731,0.441,0.517, 
469,587,360,1.12,1.254, 
470,587,990,23.171,25.465, 
471,587,140883,135.08,140.536, 
472,587,1487,33.468,36.586, 
473,587,136298,5.902,6.534, 
474,587,923132,50.79,51.81, 
475,587,131242,10.773,11.0, 
476,587,131246,32.69,35.684, 
477,587,139984,0.775,0.847, 
478,587,923634,108.617,111.936, 
479,587,1346,22.309,28.523, 
480,587,133290,21.613,22.638, 
481,587,142977,102.072,117.293, 
482,587,920241,118.989,124.201, 
483,587,138840,102.862,118.272, 
484,587,922508,101.9,117.282, 
485,587,142177,43.847,45.903, 
486,587,144550,137.895,144.188, 
487,587,138579,38.613,39.259, 
488,587,139927,57.015,58.894, 
489,587,920324,137.033,143.869, 
490,587,142811,118.559,123.838, 
491,587,142263,118.48,123.75, 
492,587,307,5.899,7.59, 
493,587,760,44.131,49.456, 
494,587,136524,46.238,47.311, 
495,587,136525,42.522,47.531, 
496,587,137380,138.06,144.617, 
497,587,921969,29.87,35.321, 
498,587,1007,137.849,144.133, 
499,587,920208,103.363,109.219, 
500,587,139814,50.421,51.436, 
501,587,1886,1.38,1.617, 
502,587,1078,28.21,35.827, 
503,587,141650,102.769,109.494, 
504,587,140975,39.842,40.656, 
505,587,142178,43.073,45.133, 
506,587,921561,11.607,12.782, 
507,587,143271,57.209,59.543, 
508,587,137667,106.621,109.67, 
509,587,137662,102.345,108.24, 
510,587,137663,57.451,59.488, 
511,587,136297,34.032,42.427, 
512,587,139709,52.101,53.229, 
513,587,1938,57.141,59.015, 
514,587,1805,31.458,34.452, 
515,587,992,102.83,109.67, 
516,587,921453,102.139,108.108, 
517,587,138343,102.174,108.185, 
518,587,139129,101.499,107.437, 
519,587,1173,38.216,39.193, 
520,921607,138642,136.711,142.483, 
521,921607,1080,27.853,35.354, 
522,921607,138315,20.738,21.516, 
523,921607,587,0.516,0.594, 
524,921607,921607,0.0,0.0, 
525,921607,135890,0.346,0.407, 
526,921607,138089,22.038,22.704, 
527,921607,140114,106.152,109.131, 
528,921607,12632,103.839,120.428, 
529,921607,920597,6.978,9.548, 
530,921607,142817,21.643,22.528, 
531,921607,920532,140.211,147.488, 
532,921607,923922,136.829,142.824, 
533,921607,352,39.512,40.59, 
534,921607,924068,139.174,146.333, 
535,921607,137731,24.091,27.412, 
536,921607,920120,137.337,144.056, 
537,921607,138643,136.913,142.989, 
538,921607,920105,106.528,109.45, 
539,921607,922636,29.557,32.604, 
540,921607,142550,102.251,117.579, 
541,921607,141004,34.582,42.834, 
542,921607,923163,3.992,4.081, 
543,921607,15020,21.293,22.319, 
544,921607,15021,20.714,21.307, 
545,921607,15026,32.444,35.607, 
546,921607,144810,136.762,143.506, 
547,921607,136088,21.683,22.66, 
548,921607,136174,3.991,4.07, 
549,921607,921615,106.723,109.967, 
550,921607,920284,101.939,107.888, 
551,921607,9,56.29,58.091, 
552,921607,144284,59.514,62.546, 
553,921607,144285,57.732,60.126, 
554,921607,7572,39.085,39.688, 
555,921607,586,58.473,60.302, 
556,921607,137599,137.807,144.133, 
557,921607,137634,22.055,23.419, 
558,921607,138929,139.196,146.08, 
559,921607,921090,136.807,143.66, 
560,921607,142832,136.269,142.527, 
561,921607,142873,135.374,140.833, 
562,921607,139925,57.378,59.191, 
563,921607,133537,39.804,40.898, 
564,921607,141516,6.667,8.789, 
565,921607,136885,0.365,0.418, 
566,921607,10825,23.939,27.038, 
567,921607,10564,140.642,148.126, 
568,921607,320,99.431,105.38, 
569,921607,143063,43.003,47.784, 
570,921607,1619,57.443,59.356, 
571,921607,7585,101.747,108.35, 
572,921607,1973,57.119,58.938, 
573,921607,742,0.492,0.66, 
574,921607,740,0.554,0.748, 
575,921607,7525,32.001,35.09, 
576,921607,15202,32.79,36.124, 
577,921607,15206,19.494,20.603, 
578,921607,15209,5.467,6.039, 
579,921607,15247,20.93,21.791, 
580,921607,15249,21.179,22.044, 
581,921607,15250,20.211,21.032, 
582,921607,15251,21.353,23.221, 
583,921607,15252,18.178,19.382, 
584,921607,15253,21.809,23.188, 
585,921607,15328,21.118,21.912, 
586,921607,139007,21.705,22.726, 
587,921607,1031,137.49,143.968, 
588,921607,145260,136.773,143.539, 
589,921607,922087,106.683,109.681, 
590,921607,923817,49.793,50.743, 
591,921607,1709,39.156,39.765, 
592,921607,15189,6.452,8.206, 
593,921607,921523,10.155,10.318, 
594,921607,920497,5.806,6.787, 
595,921607,920118,0.2,0.209, 
596,921607,923033,33.674,37.433, 
597,921607,142634,20.649,22.0, 
598,921607,923731,0.035,0.044, 
599,921607,360,0.644,0.704, 
600,921607,990,22.821,25.058, 
601,921607,140883,134.73,140.129, 
602,921607,1487,33.933,37.015, 
603,921607,136298,5.552,6.127, 
604,921607,923132,51.256,52.228, 
605,921607,131242,10.423,10.593, 
606,921607,131246,33.156,36.102, 
607,921607,139984,1.24,1.265, 
608,921607,923634,108.141,111.386, 
609,921607,1346,21.959,28.116, 
610,921607,133290,21.263,22.231, 
611,921607,142977,101.596,116.743, 
612,921607,920241,118.639,123.794, 
613,921607,138840,102.386,117.722, 
614,921607,922508,101.424,116.721, 
615,921607,142177,43.371,45.353, 
616,921607,144550,137.545,143.781, 
617,921607,138579,39.079,39.677, 
618,921607,139927,56.539,58.344, 
619,921607,920324,136.683,143.462, 
620,921607,142811,118.208,123.431, 
621,921607,142263,118.129,123.343, 
622,921607,307,6.365,8.008, 
623,921607,760,44.597,49.885, 
624,921607,136524,46.704,47.729, 
625,921607,136525,42.988,47.949, 
626,921607,137380,137.71,144.21, 
627,921607,921969,30.336,35.739, 
628,921607,1007,137.499,143.726, 
629,921607,920208,102.887,108.669, 
630,921607,139814,50.887,51.854, 
631,921607,1886,0.904,1.067, 
632,921607,1078,27.86,35.42, 
633,921607,141650,102.293,108.944, 
634,921607,140975,40.308,41.085, 
635,921607,142178,42.597,44.572, 
636,921607,921561,11.131,12.232, 
637,921607,143271,56.733,58.993, 
638,921607,137667,106.146,109.12, 
639,921607,137662,101.87,107.69, 
640,921607,137663,56.975,58.938, 
641,921607,136297,34.498,42.856, 
642,921607,139709,52.567,53.647, 
643,921607,1938,56.666,58.465, 
644,921607,1805,31.924,34.87, 
645,921607,992,102.354,109.12, 
646,921607,921453,101.664,107.558, 
647,921607,138343,101.698,107.624, 
648,921607,139129,101.023,106.887, 
649,921607,1173,38.682,39.611, 
650,135890,138642,136.89,142.703, 
651,135890,1080,28.032,35.574, 
652,135890,138315,20.917,21.747, 
653,135890,587,0.285,0.396, 
654,135890,921607,0.305,0.374, 
655,135890,135890,0.0,0.0, 
656,135890,138089,22.217,22.924, 
657,135890,140114,106.457,109.505, 
658,135890,12632,104.144,120.791, 
659,135890,920597,6.746,9.35, 
660,135890,142817,21.823,22.748, 
661,135890,920532,140.39,147.719, 
662,135890,923922,137.008,143.055, 
663,135890,352,39.28,40.403, 
664,135890,924068,139.353,146.553, 
665,135890,137731,24.27,27.632, 
666,135890,920120,137.517,144.287, 
667,135890,138643,137.092,143.209, 
668,135890,920105,106.296,109.252, 
669,135890,922636,29.737,32.835, 
670,135890,142550,102.556,117.953, 
671,135890,141004,34.35,42.636, 
672,135890,923163,3.76,3.883, 
673,135890,15020,21.472,22.55, 
674,135890,15021,20.894,21.538, 
675,135890,15026,32.212,35.42, 
676,135890,144810,136.941,143.726, 
677,135890,136088,21.862,22.88, 
678,135890,136174,3.759,3.883, 
679,135890,921615,107.029,110.33, 
680,135890,920284,102.244,108.251, 
681,135890,9,56.595,58.454, 
682,135890,144284,59.819,62.909, 
683,135890,144285,58.037,60.489, 
684,135890,7572,38.854,39.501, 
685,135890,586,58.778,60.676, 
686,135890,137599,137.987,144.353, 
687,135890,137634,22.235,23.639, 
688,135890,138929,139.376,146.3, 
689,135890,921090,136.987,143.88, 
690,135890,142832,136.449,142.747, 
691,135890,142873,135.553,141.064, 
692,135890,139925,57.683,59.565, 
693,135890,133537,39.572,40.711, 
694,135890,141516,6.436,8.591, 
695,135890,136885,0.67,0.781, 
696,135890,10825,24.118,27.269, 
697,135890,10564,140.822,148.346, 
698,135890,320,99.736,105.754, 
699,135890,143063,42.771,47.597, 
700,135890,1619,57.748,59.719, 
701,135890,7585,102.052,108.713, 
702,135890,1973,57.424,59.312, 
703,135890,742,0.26,0.462, 
704,135890,740,0.322,0.55, 
705,135890,7525,31.769,34.892, 
706,135890,15202,32.558,35.937, 
707,135890,15206,19.674,20.834, 
708,135890,15209,5.235,5.852, 
709,135890,15247,21.11,22.011, 
710,135890,15249,21.358,22.275, 
711,135890,15250,20.39,21.263, 
712,135890,15251,21.533,23.441, 
713,135890,15252,18.483,19.756, 
714,135890,15253,21.988,23.419, 
715,135890,15328,21.298,22.132, 
716,135890,139007,21.885,22.957, 
717,135890,1031,137.669,144.199, 
718,135890,145260,136.952,143.77, 
719,135890,922087,106.451,109.494, 
720,135890,923817,49.561,50.545, 
721,135890,1709,38.925,39.567, 
722,135890,15189,6.22,8.008, 
723,135890,921523,10.334,10.538, 
724,135890,920497,5.575,6.589, 
725,135890,920118,0.146,0.198, 
726,135890,923033,33.442,37.246, 
727,135890,142634,20.829,22.22, 
728,135890,923731,0.27,0.33, 
729,135890,360,0.949,1.078, 
730,135890,990,23.0,25.278, 
731,135890,140883,134.909,140.349, 
732,135890,1487,33.702,36.817, 
733,135890,136298,5.731,6.358, 
734,135890,923132,51.024,52.041, 
735,135890,131242,10.602,10.813, 
736,135890,131246,32.924,35.904, 
737,135890,139984,1.009,1.078, 
738,135890,923634,108.446,111.76, 
739,135890,1346,22.138,28.336, 
740,135890,133290,21.442,22.451, 
741,135890,142977,101.901,117.106, 
742,135890,920241,118.818,124.014, 
743,135890,138840,102.691,118.096, 
744,135890,922508,101.729,117.095, 
745,135890,142177,43.676,45.716, 
746,135890,144550,137.725,144.012, 
747,135890,138579,38.847,39.49, 
748,135890,139927,56.844,58.707, 
749,135890,920324,136.863,143.682, 
750,135890,142811,118.388,123.662, 
751,135890,142263,118.309,123.563, 
752,135890,307,6.133,7.821, 
753,135890,760,44.365,49.687, 
754,135890,136524,46.472,47.542, 
755,135890,136525,42.756,47.751, 
756,135890,137380,137.89,144.43, 
757,135890,921969,30.104,35.541, 
758,135890,1007,137.679,143.946, 
759,135890,920208,103.192,109.043, 
760,135890,139814,50.655,51.656, 
761,135890,1886,1.209,1.43, 
762,135890,1078,28.039,35.64, 
763,135890,141650,102.599,109.307, 
764,135890,140975,40.076,40.887, 
765,135890,142178,42.902,44.946, 
766,135890,921561,11.436,12.595, 
767,135890,143271,57.038,59.367, 
768,135890,137667,106.451,109.494, 
769,135890,137662,102.175,108.064, 
770,135890,137663,57.28,59.312, 
771,135890,136297,34.266,42.658, 
772,135890,139709,52.335,53.449, 
773,135890,1938,56.971,58.839, 
774,135890,1805,31.692,34.683, 
775,135890,992,102.659,109.483, 
776,135890,921453,101.969,107.921, 
777,135890,138343,102.003,107.998, 
778,135890,139129,101.328,107.25, 
779,135890,1173,38.45,39.424, 
780,138089,138642,115.874,121.374, 
781,138089,1080,21.458,22.462, 
