CUSTNO,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,CAPACITY
134,70,401,20,938,1415,77,200
135,348,274,20,428,1327,80,200
136,36,247,13,976,1440,80,200
137,129,277,11,906,1440,72,200
138,216,395,16,655,1319,79,200
139,383,300,13,703,1440,75,200
140,403,302,26,475,1206,77,200
141,108,18,33,184,935,81,200
142,285,241,23,885,1440,78,200
143,196,244,30,477,915,77,200
144,205,301,24,966,1440,83,200
145,385,383,36,855,1440,76,200
146,297,3,29,485,1044,79,200
147,193,279,20,584,1408,80,200
148,311,451,10,482,1105,77,200
149,428,78,25,261,852,76,200
150,277,437,12,32,779,78,200
151,64,329,21,76,833,84,200
152,247,205,18,591,1098,78,200
153,315,301,21,1005,1440,74,200
154,491,302,13,130,848,75,200
155,440,350,10,1020,1440,81,200
156,465,38,19,887,1440,79,200
157,52,463,26,616,1230,82,200
158,12,218,30,983,1333,76,200
159,211,473,20,243,963,82,200
160,460,76,20,564,895,78,200
161,466,14,16,950,1440,84,200
162,119,146,16,539,1338,76,200
163,472,202,24,213,1068,81,200
164,205,206,19,256,881,81,200
165,347,500,21,684,1288,78,200
166,214,356,39,305,1065,73,200
167,249,446,17,447,1182,79,200
168,312,371,30,451,1126,75,200
169,386,111,32,769,1440,79,200
170,2,181,12,250,952,79,200
171,96,194,24,751,1440,81,200
172,396,162,10,184,1050,82,200
173,88,474,23,722,1319,82,200
174,114,482,29,55,585,81,200
175,82,278,21,519,1229,83,200
176,238,190,32,457,781,79,200
177,403,54,18,580,1440,81,200
178,149,264,16,387,1371,79,200
179,486,241,23,707,1353,78,200
180,257,351,24,744,1440,81,200
181,219,499,17,488,1440,78,200
182,163,490,34,436,1057,78,200
183,227,329,17,1005,1440,82,200
184,147,418,26,769,1440,81,200
185,257,398,17,804,1192,81,200
186,108,180,20,405,1126,80,200
187,478,306,14,6,469,81,200
188,306,488,15,959,1440,78,200
189,309,264,22,1042,1440,82,200
190,270,142,21,262,948,80,200
191,154,101,11,216,744,82,200
192,149,12,18,107,882,79,200
193,301,318,27,254,579,81,200
194,449,248,20,919,1440,80,200
195,310,229,19,909,1440,78,200
196,263,41,8,434,1200,75,200
197,417,128,12,327,508,76,200
198,361,116,18,689,1168,79,200
199,224,494,20,282,1072,77,200
200,198,321,16,509,1295,81,200
201,261,287,28,303,798,79,200
202,38,188,19,765,1123,72,200
203,442,108,14,18,615,81,200
204,314,6,13,132,914,83,200
205,132,171,33,470,1302,80,200
206,468,300,25,267,1127,88,200
207,282,137,13,11,730,82,200
208,460,325,15,206,530,73,200
209,389,164,18,144,987,81,200
210,224,313,21,805,1396,79,200
211,373,358,15,446,1056,78,200
212,476,73,8,318,962,76,200
213,316,402,19,217,990,79,200
214,404,363,28,878,1431,83,200
215,428,36,29,328,878,81,200
216,25,257,28,622,1304,82,200
217,392,438,20,635,1130,78,200
218,228,105,15,304,1275,84,200
219,284,462,19,417,1100,77,200
220,166,21,22,21,713,83,200
221,21,442,21,839,1276,77,200
222,167,318,27,1001,1440,80,200
223,500,374,37,439,916,86,200
224,250,48,23,920,1440,80,200
225,9,294,36,301,1091,80,200
226,86,334,31,179,581,79,200
227,232,61,12,941,1440,76,200
228,60,290,34,345,958,78,200
229,479,289,21,613,1211,82,200
230,48,471,11,92,928,79,200
231,54,499,19,106,657,80,200
232,69,130,32,447,770,80,200
233,419,270,13,223,634,83,200
234,178,134,30,814,1383,75,200
235,59,277,20,847,1440,86,200
236,36,221,35,457,1096,74,200
237,252,422,21,654,1311,82,200
238,223,92,33,864,1363,75,200
239,339,351,18,290,1093,82,200
240,307,103,16,777,1239,85,200
241,66,41,33,94,539,81,200
242,70,486,12,252,678,81,200
243,478,370,33,695,1440,77,200
244,177,242,8,794,1440,83,200
245,205,171,18,247,796,78,200
246,458,499,30,525,1281,78,200
247,434,38,17,13,750,77,200
248,445,73,36,393,926,76,200
249,219,408,28,889,1440,80,200
250,124,329,17,953,1440,80,200
251,304,205,24,587,1113,85,200
252,499,396,11,664,829,78,200
253,145,384,9,653,1275,78,200
254,385,163,17,358,1129,80,200
255,309,407,20,239,594,82,200
256,310,381,25,769,1426,74,200
257,286,287,13,41,952,74,200
258,495,146,34,249,989,79,200
259,54,127,11,25,561,80,200
260,393,47,11,843,1440,78,200
261,4,390,27,29,831,80,200
262,199,475,12,289,1131,79,200
263,357,190,31,822,1384,79,200
264,290,172,33,465,1349,82,200
265,29,275,18,9,1086,81,200
266,36,173,24,67,456,77,200
267,122,260,20,201,881,79,200
268,394,438,13,324,1015,81,200
269,152,197,18,534,1252,76,200
270,477,242,23,819,1363,76,200
271,269,264,15,312,1011,81,200
272,267,48,28,526,1090,83,200
273,280,479,20,407,1224,80,200
274,252,153,40,90,951,77,200
275,426,215,29,651,1440,80,200
276,481,430,19,950,1440,80,200
277,295,36,35,698,1440,79,200
278,201,176,13,943,1440,83,200
279,470,483,18,652,1338,83,200
280,38,386,34,504,1044,82,200
281,214,248,17,555,1135,86,200
282,131,464,30,675,1373,74,200
283,246,132,20,330,826,83,200
284,139,267,23,153,1124,82,200
285,362,334,15,1049,1440,83,200
286,406,353,19,65,844,82,200
287,150,16,27,232,769,85,200
288,41,334,9,468,1189,81,200
289,449,291,34,599,998,79,200
290,198,84,15,486,1042,81,200
291,243,181,22,60,604,77,200
292,96,252,9,105,1189,76,200
293,376,239,14,175,811,81,200
294,39,259,15,986,1440,75,200
295,325,342,26,787,1393,81,200
296,75,183,11,400,1103,81,200
297,270,256,26,396,1005,85,200
298,65,4,19,450,1093,83,200
299,330,279,18,317,1049,80,200
300,455,427,8,11,197,79,200
301,352,304,36,903,1440,79,200
302,104,111,33,169,950,83,200
303,259,215,22,490,1440,83,200
304,185,468,20,140,620,75,200
305,161,222,15,262,1160,80,200
306,71,95,8,240,998,80,200
307,253,96,32,991,1440,79,200
308,283,30,18,791,1440,83,200
309,105,62,19,946,1440,80,200
310,333,165,27,988,1440,81,200
311,439,43,29,482,1182,77,200
312,34,425,31,579,1237,79,200
313,1,485,8,996,1440,82,200
314,290,436,24,939,1440,78,200
315,344,200,21,125,702,79,200
316,21,422,25,423,1129,78,200
317,410,447,30,92,832,84,200
318,474,286,27,751,1204,80,200
319,331,483,24,907,1440,80,200
320,61,324,21,852,1440,79,200
321,280,75,23,656,1440,78,200
322,33,66,30,301,956,83,200
323,28,109,15,977,1440,79,200
324,156,91,22,21,693,77,200
325,397,197,36,963,1440,75,200
326,172,68,21,55,1031,81,200
327,425,209,33,59,581,77,200
328,6,144,33,677,1064,87,200
329,359,137,34,921,1440,80,200
330,36,327,25,28,259,78,200
331,328,493,8,1039,1440,85,200
332,292,376,10,554,1289,75,200
333,279,150,18,572,1214,85,200
334,203,239,22,545,1103,85,200
335,301,83,17,63,877,84,200
336,282,102,24,472,1037,79,200
337,347,268,35,342,1255,81,200
338,366,161,17,656,1262,84,200
339,32,241,8,440,1231,83,200
340,240,293,8,613,1368,80,200
341,60,265,28,777,1319,77,200
342,288,254,31,879,1440,86,200
343,156,461,19,209,706,80,200
344,232,16,13,876,1440,79,200
345,79,466,38,530,1202,80,200
346,215,320,26,129,851,74,200
347,49,126,29,755,1440,80,200
348,449,388,18,487,918,85,200
349,283,189,19,637,1438,81,200
350,426,151,35,708,1327,78,200
351,180,263,36,293,1064,82,200
352,453,470,21,299,866,78,200
353,438,492,36,765,1440,81,200
354,277,11,16,235,716,80,200
355,43,82,12,360,1053,81,200
356,383,411,19,660,1293,78,200
357,90,40,10,282,1324,80,200
358,389,424,15,110,699,79,200
359,362,425,19,897,1440,75,200
360,202,71,13,81,644,78,200
361,381,127,20,238,917,81,200
362,81,274,10,994,1440,79,200
363,18,39,24,579,1170,80,200
364,143,366,35,476,1440,78,200
365,443,48,19,514,1126,75,200
366,11,215,30,560,1119,77,200
367,172,289,24,950,1361,83,200
368,398,38,11,1004,1440,80,200
369,355,146,11,124,617,78,200
370,238,374,22,787,1440,78,200
371,344,229,35,342,1174,84,200
372,439,330,33,216,997,77,200
373,79,130,24,110,651,81,200
374,291,174,29,15,881,80,200
375,273,70,12,112,734,79,200
376,460,428,22,796,1264,78,200
377,61,201,27,853,1440,83,200
378,318,57,33,353,1279,88,200
379,298,496,19,73,553,77,200
380,201,275,27,82,906,80,200
381,491,359,14,865,1440,76,200
382,139,422,22,285,973,81,200
383,247,268,18,879,1317,82,200
384,47,181,33,952,1440,82,200
385,307,427,12,967,1440,76,200
386,276,407,23,878,1440,78,200
387,278,184,14,535,1220,78,200
388,139,278,18,418,1338,80,200
389,271,59,24,981,1368,82,200
390,343,115,24,527,1332,81,200
391,467,395,10,964,1440,80,200
392,173,246,11,1017,1440,80,200
393,342,140,16,336,1224,79,200
394,101,337,19,430,971,75,200
395,201,356,14,217,655,82,200
396,236,312,32,108,1008,82,200
397,380,493,41,49,863,80,200
398,228,152,28,910,1440,79,200
399,417,159,22,163,975,77,200
400,404,402,16,302,819,80,200
401,240,21,26,105,734,80,200
402,145,104,33,453,1087,79,200
403,227,173,36,539,1385,77,200
404,376,174,21,988,1440,81,200
405,241,316,24,160,913,76,200
406,341,182,21,297,1015,83,200
407,37,203,16,605,1129,81,200
408,418,488,25,946,1405,80,200
409,94,47,21,879,1440,84,200
410,212,425,19,863,1440,78,200
411,17,178,15,294,748,81,200
412,400,275,10,583,978,75,200
413,190,113,27,1011,1440,77,200
414,408,137,9,531,1330,79,200
415,352,171,19,400,941,84,200
416,8,372,17,770,1434,81,200
417,356,7,14,245,1076,81,200
418,451,299,20,535,1410,79,200
419,234,387,23,391,768,86,200
420,93,451,17,830,1319,79,200
421,409,388,29,690,1156,86,200
422,270,60,20,924,1440,78,200
423,437,392,33,290,655,76,200
424,391,263,8,896,1440,79,200
425,467,301,17,634,1068,84,200
426,271,392,16,815,1178,78,200
427,373,366,41,701,1398,75,200
428,490,74,30,128,915,81,200
429,491,91,35,155,971,79,200
430,381,76,14,877,1440,80,200
431,50,54,29,210,889,79,200
432,482,165,24,52,730,79,200
433,170,232,25,99,540,84,200
434,195,84,22,49,451,78,200
435,452,133,22,173,779,82,200
436,372,151,17,967,1440,79,200
437,282,265,11,1012,1440,75,200
438,445,448,19,992,1440,78,200
439,184,100,9,609,1336,78,200
440,218,230,33,1007,1440,81,200
441,314,404,30,570,1139,78,200
442,144,475,19,578,1149,80,200
443,322,213,14,74,721,79,200
444,418,44,9,567,1220,79,200
445,163,417,8,159,997,86,200
446,148,463,28,4,739,81,200
447,142,328,40,197,860,80,200
448,17,284,26,489,1043,80,200
449,341,370,14,665,958,80,200
450,74,105,24,937,1440,84,200
451,158,273,12,269,949,80,200
452,192,397,35,860,1194,81,200
453,96,74,23,338,998,75,200
454,214,175,27,346,958,82,200
455,98,316,26,711,1376,78,200
456,479,92,29,865,1440,80,200
457,321,100,23,374,969,74,200
458,262,360,8,620,1080,79,200
459,259,418,13,818,1440,84,200
460,176,142,22,714,1173,79,200
461,500,94,12,291,895,74,200
462,19,57,13,1010,1440,80,200
463,396,1,19,405,1012,83,200
464,0,121,39,833,1440,80,200
465,433,136,8,532,1061,87,200
466,162,139,11,3,466,83,200
467,82,324,37,684,1440,76,200
468,151,488,29,774,1364,82,200
469,429,186,19,416,1138,77,200
470,296,96,23,571,1299,74,200
471,203,81,25,780,1440,78,200
472,263,88,8,203,721,83,200
473,121,76,28,800,1440,74,200
474,375,55,14,988,1440,74,200
475,246,121,22,432,702,84,200
476,444,348,18,7,1001,75,200
477,279,187,35,666,1342,74,200
478,348,27,33,589,1325,82,200
479,51,160,28,258,781,84,200
480,282,332,35,238,590,84,200
481,37,246,10,1015,1440,77,200
482,94,287,29,667,1440,80,200
483,264,286,16,701,945,81,200
484,233,143,30,332,851,80,200
485,230,93,32,467,1440,78,200
486,412,121,12,286,1154,83,200
487,338,256,22,362,985,82,200
488,304,271,34,48,832,79,200
489,443,167,24,922,1440,78,200
490,275,378,26,591,1125,80,200
491,166,175,17,441,903,79,200
492,355,405,12,875,1440,78,200
493,130,460,19,176,813,74,200
494,330,391,14,751,1176,76,200
495,38,498,39,751,1440,79,200
496,265,177,14,29,521,82,200
497,114,456,17,82,662,80,200
498,356,237,10,836,1435,76,200
499,287,490,37,856,1440,76,200
